similarity_result,distance,outsource,colorSimilarity
0,0.0471,0,0.384240668081179
0,0,0,0.483795731444193
0,0.0843,0,0
0,0.0934,0,0.901375248001571
0,0.0783,0,0.413940182349322
0,0.0946,0,0.196264258568574
0,0.0801,0,0
0,0.0774,0,1
0,,0,0.368647860503151
0,0.0618,0,0.368647860503151
0,0.0867,0,1
0,0.0635,0,0
0,0.0854,0,0
0,0.0881,0,0
0,0.0714,0,0.809947287350519
0,0.0924,0,0.18414184142008
0,0.0422,0,1
0,0.0693,0,0.375333594307485
0,0.0749,0,0
0,0,0,0
1,0.0646,0,0.708028099080675
1,,0,0.20207349109219
1,0.0751,0,0.20207349109219
1,0.06,0,0.164414210900486
1,0.0377,0,0
1,0.0674,0,0
1,,0,0
1,,0,0
1,0.0945,0,0.449223073048878
1,0.0827,0,0.196264258568373
1,0.0911,0,0.562912026010558
1,,0,0
1,0.0259,0,0
1,0.044,0,0.501665746323067
1,0.0993,0,0
1,0.0884,0,0.115859516886438
1,0.0648,0,0
1,0.0656,0,0.301310283863281
1,0.0717,0,0.202073488437379
1,,0,0.445626223118985
1,0.0617,0,0.445626223118985
1,0.0762,0,0.350908682325352
1,0.0992,0,0.210158310238502
1,0.0697,0,1
1,0.0883,0,0.336240521450221
1,0.0933,0,0
1,0.083,0,0.713368006138125
1,0.0734,0,0.704753646636771
1,0.0987,0,0.787354037317133
1,0.0922,0,0.339951062970923
1,0.085,0,0
1,0.0624,0,0.115859516013911
1,0.0627,0,0
1,0.0555,0,0
1,0.0789,0,1
1,0.0877,0,0.545036367156778
1,0.0918,0,0.707892895867692
1,0.0933,0,0.825972147790277
2,0.089,0,0.360044966244147
2,0.0674,0,0.287736630050209
2,0.0847,0,0
2,0.059,0,0
2,0.0449,0,0.358078499467397
2,0.0883,0,0.20207348790761
2,0.0529,0,0.358078498693831
2,0.0447,0,0.484438098127109
2,,0,0.484438098127109
2,0.0957,0,0.148258914872609
2,0.0809,0,0.332555288183908
2,,0,0.332555288183908
2,0.0378,0,0
2,0.0972,0,0
2,0.0436,0,0.45648350780871
2,0.0499,0,0
2,,0,0
2,,0,0
2,0.0699,0,0.096449612799483
2,0.0226,0,1
2,0.0226,0,1
2,0.0364,0,0
2,0.0664,0,0.271729767839221
2,0.0762,0,0.492069293229388
2,0.0685,0,1
2,0.0655,0,0.704753646636771
2,0.079,0,0.704753646636771
2,0.0875,0,0
2,0.0662,0,0.195687747213236
2,0.0614,0,0.398831352734391
2,0.0278,0,0.223933494301429
2,0.0884,0,0.289068945923374
2,0.0901,0,0.276115137753436
2,0.0899,0,0
2,0.0971,0,0.940494521612079
3,0.0605,0,0.068786919289234
3,0.0392,0,0.202073488170324
3,0.0368,0,0.202073488170324
3,0.0951,0,0.477661288867725
3,,0,0.477661288867725
3,0.0951,0,0.477661288867725
3,,0,0.644490207203438
3,,0,0.644490207203438
3,0.0761,0,0.644490207203438
3,0.0957,0,0.218653934016641
3,0.0567,0,0
3,0.0812,0,0.223933495353881
3,0.0961,0,0
3,0.0934,0,1
3,0.0868,0,0
3,0.0976,0,0.517253071397363
3,0.0626,0,0.546866580269571
3,,0,0.546866580269571
3,0.1687,0,0.586011513110318
3,0.0809,0,0
3,,0,0.171226989695586
3,0.0646,0,0.171226989695586
3,,0,0.732779999399685
3,0.0587,0,0.732779999399685
3,0.0734,0,0.230612626051992
3,0.0906,0,0.105704944536749
3,0.0946,0,1
3,0.0795,0,0.52810012746959
3,0.0713,0,0.556553673261505
3,,0,0.354176529106459
3,0.0808,0,0.354176529106459
3,0.0815,0,0.32491970394123
3,0.0582,0,0.313289073828942
3,0.0599,0,0
3,0.0553,0,0.456483513477697
3,0.0814,0,0.606254456074349
3,0.0975,0,0
3,,0,0
3,0,0,0.698515294418238
3,0.0603,0,0.750224916783882
3,0,0,0.400528885782424
3,0.0333,0,0.133935342343362
3,0.0407,0,0.164414207693059
4,0.0972,0,0.170269456972411
4,0.0823,0,0
4,,0,0.429989564255439
4,0.0722,0,0.429989564255439
4,0.0496,0,0.31054393594756
4,0.0496,0,0.31054393594756
4,0.0549,0,0.258198893825018
4,0.0549,0,0.258198893825018
4,0.0356,0,0.133935337074922
4,0.0337,0,0.347284133946913
4,0.0495,0,0.288937468200769
4,0.0573,0,0.368647854822252
4,0.0596,0,0
4,0.0683,0,1
4,0.0753,0,0.116448695720841
4,0.0969,0,0.081786539458093
4,,0,0.081786539458093
4,0.0652,0,0.223933497296888
4,0.0816,0,0
4,,0,0.612054918739228
4,0.0623,0,0.612054918739228
4,0.0667,0,0.047166691925998
4,,0,0.047166691925998
4,,0,0.301310282613421
4,0.099,0,0.301310282613421
4,,0,0.365965045852325
4,0.0409,0,0.365965045852325
4,,0,0.365965045852325
4,0.0528,0,0.904059293627779
4,,0,0.904059293627779
4,,0,0.904059293627779
4,,0,0.904059293627779
4,0.0811,0,0.892159915886415
4,,0,0.23417274479015
4,0.0612,0,0.23417274479015
4,0.0546,0,0.248830964182361
4,,0,0.248830964182361
4,,0,0.248830964182361
4,,0,0.248830964182361
4,0.0856,0,1
4,,0,1
4,0.0688,0,0
4,0.0799,0,0.066741030046794
4,0.0868,0,1
4,0.0868,0,1
4,0.0856,0,0
4,0.0926,0,0.190292352659143
4,0.0571,0,0
4,0.0698,0,0.115859515604028
4,0.0526,0,1
4,0.075,0,0
4,0.0504,0,0.281056920522787
4,0.0982,0,0
4,0.0283,0,0
4,0.0734,0,0.733566484074968
4,,0,0.733566484074968
4,0.0821,0,0
5,,0,0.80886581252376
5,,0,0.80886581252376
5,,0,0.80886581252376
5,,0,0.80886581252376
5,,0,0.80886581252376
5,0.0678,0,0.80886581252376
5,,0,0.80886581252376
5,,0,0.80886581252376
5,,0,0.80886581252376
5,,0,0.80886581252376
5,,0,0.80886581252376
5,,0,0.80886581252376
5,,0,0.80886581252376
5,,0,0.80886581252376
5,,0,0.80886581252376
5,,0,0.80886581252376
5,0.0361,0,0
5,0.1069,0,0.539704235098101
5,0.0907,0,0.539704235098101
5,0.1307,0,0.539704235098101
5,0.0699,0,0
5,0.0929,0,0.518812822864948
5,0.0994,0,0.248830966008966
5,0.0635,0,0.332748570529841
5,,0,0.629529713235702
5,0.0687,0,0.629529713235702
5,0.0979,0,0
5,0.0781,0,0
5,,0,0.641261217896723
5,0.0516,0,0.641261217896723
5,,0,0.641261217896723
5,0.0539,0,0.524557242882328
5,0.0741,0,0.524557242882328
5,0.0948,0,0.760501794195758
5,0.0631,0,1
5,0.0531,0,0.255366937082403
5,0.0884,0,0.704753646636771
5,0.0847,0,0.707138209221783
5,,0,0
5,0.0424,0,0
5,0.0878,0,0.223445471595863
5,,0,0.223445471595863
5,0.0446,0,0
5,0.064,0,0.3249196982913
5,0.0755,0,0.904228241137349
5,0,0,0.218691049085509
5,0.0739,0,0
6,,0,0.951692752818596
6,0.0942,0,0.951692752818596
6,,0,0
6,0.0559,0,0
6,0.0963,0,0.539704235098101
6,0.0882,0,0.539704235098101
6,0.0409,0,0.301310281665583
6,0.089,0,0.192691677798784
6,0.0777,0,0
6,0.095,0,0.698515291961872
6,0.0516,0,0.515321118640256
6,0.0657,0,0
6,0.0673,0,0.414771515694853
6,0.0394,0,0
6,0.0324,0,0.382426593538708
6,0.0658,0,0.047166691925998
6,0.0486,0,0.115859516066732
6,0.0924,0,0.704753649223496
6,,0,1
6,,0,1
6,0.082,0,1
6,0.0791,0,0.671664813459554
6,0.0477,0,0.30208538848316
6,0.047,0,0
6,0.066,0,0.405813675279554
6,0.0814,0,0.700071907794563
6,0.0543,0,0.375356415102698
6,0.0802,0,0.388129317446207
6,0.0497,0,0.54439868846771
6,0.0956,0,0
6,0.0421,0,1
6,,0,0.081786540551612
6,0.0952,0,0.081786540551612
6,0.0753,0,0.459553442657786
6,0.0258,0,1
6,0.0556,0,0
6,0.0397,0,0
6,0.0846,0,0
6,0.0681,0,0
6,0.0727,0,0
6,,0,0
6,,0,0
6,0.0527,0,0.358078497648195
6,0.076,0,0.617016065783418
7,0.0355,0,0.21776284239208
7,0.0416,0,0.35807849550855
7,,0,1
7,0.0858,0,1
7,,0,0.164414208271705
7,0.0759,0,0.164414208271705
7,0.0873,0,0
7,0,0,0.475735293363947
7,0.0551,0,0
7,0.0514,0,0.481066472887567
7,,0,0.481066472887567
7,,0,0.16441421362599
7,0.0601,0,0.16441421362599
7,0.0662,0,0.596421858348843
7,0.0638,0,1
7,,0,1
7,0.0498,0,0.583124068754202
7,,0,0.21865393114775
7,0.0499,0,0.21865393114775
7,,0,0
7,0.0636,0,0
7,0.065,0,0
8,0.074,0,0.435496255284213
8,0.0991,0,0.202073487772995
8,0.0529,0,0.738309382333365
8,0.06,0,0.157323690031281
8,,0,0.157323690031281
8,,0,0.157323690031281
8,,0,0.157323690031281
8,,0,0.157323690031281
8,0.0505,0,0.157323690031281
8,,0,0.157323690031281
8,0.0647,0,0.234172745599848
8,0.0616,0,0.190292355942041
8,0.0682,0,0.184141839136857
8,0.0768,0,0.115859516013911
8,0.0956,0,0
8,,0,0
8,0.0572,0,0.515889136003792
8,0.0645,0,0.462613864549068
8,,0,0.698572068680869
8,0.0728,0,0.698572068680869
8,,0,1
8,,0,1
8,0.0662,0,1
8,,0,1
8,,0,1
8,0.0849,0,0.34546160279527
8,,0,0.34546160279527
8,0,0,0.234172745662582
9,0.0658,0,0
9,,0,0.358078497236182
9,0.0891,0,0.358078497236182
9,0.1011,0,0.358078497236182
9,0.09,0,0.418782605855719
9,0.0714,0,0.654298871047104
9,0.0831,0,1
9,0.0922,0,0.293108715916545
10,0.081,0,0.459798621321568
10,0.0405,0,0
10,,0,0
10,0.0349,0,0.336240520120583
11,0.0742,0,0.434701042206455
11,0.067,0,0.633509921953493
12,0.0854,0,0.361153993897826
