"supplierUrl","amaonUrl","size","similarity_result","distance","outsource"
"https://images10.newegg.com/NeweggImage/ProductImageCompressAll300/A8XN_1_201609071464302522.jpg","http://ecx.images-amazon.com/images/I/312Jh76wjLL._SL75_.jpg","14448  12816",0.372767857142857,0.2423,0
"https://target.scene7.com/is/image/Target/52939044?wid=325&hei=325&qlt=80&fmt=webp","http://ecx.images-amazon.com/images/I/51P3vpfxLnL._SL75_.jpg","6288  16080",0.373056994818653,0.0925,0
"https://img.grouponcdn.com/deal/atPumXk1EbQ3o1ovzYu5WEky4wC/at-2048x1229/v1/c414x250q85.jpg","http://ecx.images-amazon.com/images/I/51yL5VZIiNL._SL75_.jpg","14896  15504",0.374458874458874,0.1429,0
"https://richmedia.channeladvisor.com/ImageDelivery/imageService?profileId=52000717&imageID=76303&recipeName=180x180","http://ecx.images-amazon.com/images/I/51s6ut4u4BL._SL75_.jpg","10704  11504",0.374622356495468,0.0787,0
"https://images.bonanzastatic.com/afu/images/a4f9/f2be/6756_5454489099/s-l1600_thumb200.jpg","http://ecx.images-amazon.com/images/I/51vSELsyF%2BL._SL75_.jpg","10096  8208",0.375,0.0788,0
"https://media.cymaxstores.com/Images/4423/1344616-M.jpg","http://ecx.images-amazon.com/images/I/313tFpGWaLL._SL75_.jpg","13072  4112",0.375308641975309,0.8045,0
"https://c1.neweggimages.com/ProductImageCompressAll300/A0SD_1_20170920671709616.jpg","http://ecx.images-amazon.com/images/I/41YDk4IZpjL._SL75_.jpg","7696  12240",0.375527426160338,0.1797,0
"https://c1.neweggimages.com/ProductImageCompressAll300/A91D_1_20150903522590494.jpg","http://ecx.images-amazon.com/images/I/31OyoTq9RTL._SL75_.jpg","12112  3760",0.376,0.0951,0
"https://img.grouponcdn.com/stores/Ju7WLXprzostGkixShybmUti183/storespi7202951-1040x640/v1/c414x250q85.jpg","http://ecx.images-amazon.com/images/I/41%2Be-GmgwKL._SL75_.jpg","15504  15120",0.376299376299376,0.0578,0
"https://c1.neweggimages.com/NeweggImage/ProductImageCompressAll300/A27H_1302217054770745596EXbpdXrvX.jpg","http://ecx.images-amazon.com/images/I/41pu30i7smL._SL75_.jpg","6064  7760",0.376344086021505,0.1183,0
"https://images.bonanzastatic.com/afu/images/d76b/7447/7a3d_6253421780/sku_430912_1_thumb200.jpg","http://ecx.images-amazon.com/images/I/41uz1vSC7FL._SL75_.jpg","11248  9648",0.376436781609195,0.0806,0
"https://media.cymaxstores.com/Images/4423/1341121-M.jpg","http://ecx.images-amazon.com/images/I/51P9ZH94fzL._SL75_.jpg","7248  15280",0.376681614349776,0.5873,0
"https://images.bonanzastatic.com/afu/images/400e/263a/b4c3_6230842750/Bluetooth_Watch_2_thumb200.jpg","http://ecx.images-amazon.com/images/I/51Uk20ZqsuL._SL75_.jpg","13424  11568",0.377403846153846,0.0217,0
"https://target.scene7.com/is/image/Target/52743836?wid=325&hei=325&qlt=80&fmt=webp","http://ecx.images-amazon.com/images/I/51fuZfL1lZL._SL75_.jpg","15792  16112",0.377551020408163,0.1846,0
"https://static.bhphoto.com/images/images250x250/1325796808000_835451.jpg","http://ecx.images-amazon.com/images/I/31p2fo0Ry7L._SL75_.jpg","14768  13808",0.377729257641921,0.0255,0
"https://imagesprod1.dickssportinggoods.com/is/image/dkscdn/16AU2WCMPRSSNLSTPAPT_Beet_is/?$DSG_ProductCard$","http://ecx.images-amazon.com/images/I/41ETDLdivpL._SL75_.jpg","1552  9712",0.377777777777778,0.0937,0
"https://c1.neweggimages.com/NeweggImage/ProductImageCompressAll300/48-556-054-01.jpg","http://ecx.images-amazon.com/images/I/51QUFYCiatL._SL75_.jpg","14000  14000",0.377880184331797,0.1695,0
"https://target.scene7.com/is/image/Target/53610047?wid=325&hei=325&qlt=80&fmt=webp","http://ecx.images-amazon.com/images/I/51pK78UlYXL._SL75_.jpg","16112  16112",0.378,0.0486,0
"https://img.staticbg.com/thumb/gallery/oaupload/banggood/images/B9/97/a5907d24-b00f-4baa-b9dd-f46f9e04ddc4.jpg","http://ecx.images-amazon.com/images/I/41gOnajoffL._SL75_.jpg","9232  9936",0.378947368421053,0.1114,0
"https://target.scene7.com/is/image/Target/51647534?wid=325&hei=325&qlt=80&fmt=pjpeg","http://ecx.images-amazon.com/images/I/51VLoGogrBL._SL75_.jpg","15120  5296",0.37953091684435,0.0444,0
"https://target.scene7.com/is/image/Target/53299491?wid=325&hei=325&qlt=80&fmt=webp","http://ecx.images-amazon.com/images/I/51YB8T9Na6L._SL75_.jpg","15536  15504",0.379668049792531,0.0609,0
"https://images.bonanzastatic.com/afu/images/02e2/8018/4893_6283271431/10088_1_thumb200.jpg","http://ecx.images-amazon.com/images/I/51Al8IwC5ZL._SL75_.jpg","14000  13840",0.380184331797235,0.0939,0
"https://c1.neweggimages.com/NeweggImage/ProductImageCompressAll300/A05Y_1_20180329463809801.jpg","http://ecx.images-amazon.com/images/I/31zOYUCih0L._SL75_.jpg","13072  7472",0.380246913580247,0.0709,0
"https://officedepot.scene7.com/is/image/officedepot/424456_p_dri_mark_counterfeit_detector_pens?$OD%2DSearch$","http://ecx.images-amazon.com/images/I/11zQf-DRitL._SL75_.jpg","9104  13392",0.380782918149466,0.0513,0
"https://ii.gianttiger.com/fcgi-bin/iipsrv.fcgi?FIF=/images/gianttiger/source/products/810254/E810254_fr.tif&qlt=75&wid=240&cvt=jpeg","http://ecx.images-amazon.com/images/I/41Zto4oyrPL._SL75_.jpg","14224  10544",0.380952380952381,0.1128,0
"https://media.kohlsimg.com/is/image/kohls/3274736?wid=240&hei=240&op_sharpen=1","http://ecx.images-amazon.com/images/I/51MT2PfUv%2BL._SL75_.jpg","13712  13840",0.381176470588235,0.0863,0
"https://imagesprod4.dickssportinggoods.com/is/image/dkscdn/16HAVWBRZLSNDLBLCFOT_Black_is/?$DSG_ProductCard$","http://ecx.images-amazon.com/images/I/41HIoBp1rVL._SL75_.jpg","7408  3504",0.381578947368421,0.0775,0
"https://target.scene7.com/is/image/Target/53172245?wid=325&hei=325&qlt=80&fmt=webp","http://ecx.images-amazon.com/images/I/51x8a2sMSNL._SL75_.jpg","16112  16016",0.382,0.1424,0
"https://static.bhphoto.com/images/images250x250/1491421549000_1331526.jpg","http://ecx.images-amazon.com/images/I/51TButZC%2BkL._SL75_.jpg","10160  13552",0.382165605095541,0.0463,0
"https://target.scene7.com/is/image/Target/53383940?wid=325&hei=325&qlt=80&fmt=webp","http://ecx.images-amazon.com/images/I/51Lwof2HRXL._SL75_.jpg","16016  15600",0.382293762575453,0.0468,0
"https://images.bonanzastatic.com/afu/images/5632/0e8b/ec32_6264976786/41neqmfhzol._sl1500__thumb200.jpg","http://ecx.images-amazon.com/images/I/41ewzO9zwLL._SL75_.jpg","10992  6640",0.382352941176471,0.0592,0
"https://c1.neweggimages.com/NeweggImage/ProductImageCompressAll300/A35C_1_20131204345683856.jpg","http://ecx.images-amazon.com/images/I/51KxizzrzxL._SL75_.jpg","14480  13616",0.383073496659243,0.1007,0
"https://c1.neweggimages.com/ProductImageCompressAll300/AAEH_1_20160329659490290.jpg","http://ecx.images-amazon.com/images/I/51bB1LUZyFL._SL75_.jpg","13552  13040",0.383333333333333,0.09,0
"https://target.scene7.com/is/image/Target/53679455?wid=325&hei=325&qlt=80&fmt=webp","http://ecx.images-amazon.com/images/I/41lFLnMrslL._SL75_.jpg","14384  6672",0.383408071748879,0.1232,0
"https://imagesprod4.dickssportinggoods.com/is/image/dkscdn/18RAWUNCFKNTCKYHLKEN_is/?$DSG_ProductCard$","http://ecx.images-amazon.com/images/I/41xOXrDKOFL._SL75_.jpg","10960  11312",0.383480825958702,0.0319,0
"https://target.scene7.com/is/image/Target/53293711?wid=325&hei=325&qlt=80&fmt=webp","http://ecx.images-amazon.com/images/I/41gaowbnB4L._SL75_.jpg","15760  13008",0.384458077709611,0.0857,0
"https://media.cymaxstores.com/Images/4981/1842190-M.jpg","http://ecx.images-amazon.com/images/I/51VCMrDwHtL._SL75_.jpg","14064  14000",0.385321100917431,0.1696,0
"https://img.staticbg.com/thumb/gallery/oaupload/banggood/images/92/97/8f78740c-c210-46de-9baa-b5270939cb65.png","http://ecx.images-amazon.com/images/I/41SJ8UtgKBL._SL75_.jpg","12560  5680",0.38560411311054,0.0335,0
